Manufacturer,PPU,TDP,Units,Sales,Date,Channel,SOM,Month,Year,Quarter,units_avg_y,units_avg_q,monthly_index,quarterly_index,Model_x,Model_y,BIMBO PPU,DIANA PPU,DINANT PPU,KELLOGGS PPU,OTHERS PPU,PEPSICO PPU,SEÑORIAL PPU,BIMBO TDP,DIANA TDP,DINANT TDP,KELLOGGS TDP,OTHERS TDP,PEPSICO TDP,SEÑORIAL TDP
DIANA,6.66,930.0,607.29,4043.78,2020-04-01,OT,13.39,4.0,2020.0,2.0,558.75,635.42,1.09,0.96,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
DINANT,8.38,431.0,132.11,1107.42,2020-04-01,OT,3.67,4.0,2020.0,2.0,170.72,164.83,0.77,0.8,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
KELLOGGS,10.8,681.0,191.43,2068.16,2020-04-01,OT,6.85,4.0,2020.0,2.0,244.54,262.98,0.78,0.73,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
OTHERS,12.84,1529.0,424.46,5451.85,2020-04-01,OT,18.06,4.0,2020.0,2.0,472.03,483.0,0.9,0.88,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
PEPSICO,9.71,2205.0,1192.17,11580.15,2020-04-01,OT,38.36,4.0,2020.0,2.0,1173.69,1158.02,1.02,1.03,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
SEÑORIAL,5.31,813.0,1021.6,5421.83,2020-04-01,OT,17.96,4.0,2020.0,2.0,854.31,822.09,1.2,1.24,,,12.71,6.66,8.38,10.8,12.84,9.71,5.31,204.0,930.0,431.0,681.0,1529.0,2205.0,813.0
BIMBO,2.8,30.0,617.44,1729.53,2020-04-01,TRADITIONAL,1.32,4.0,2020.0,2.0,669.01,914.2,0.92,0.68,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
DIANA,0.66,764.0,34686.32,22880.79,2020-04-01,TRADITIONAL,17.46,4.0,2020.0,2.0,35011.86,31758.24,0.99,1.09,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
DINANT,1.16,396.0,9478.59,10967.89,2020-04-01,TRADITIONAL,8.37,4.0,2020.0,2.0,10196.31,10909.24,0.93,0.87,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
KELLOGGS,6.53,55.0,159.0,1038.17,2020-04-01,TRADITIONAL,0.79,4.0,2020.0,2.0,198.82,251.34,0.8,0.63,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
OTHERS,0.67,359.0,10816.46,7211.2,2020-04-01,TRADITIONAL,5.5,4.0,2020.0,2.0,11088.64,10336.06,0.98,1.05,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
PEPSICO,1.49,1573.0,46071.01,68619.98,2020-04-01,TRADITIONAL,52.36,4.0,2020.0,2.0,47677.24,51934.71,0.97,0.89,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
SEÑORIAL,0.96,690.0,19412.45,18608.97,2020-04-01,TRADITIONAL,14.2,4.0,2020.0,2.0,20759.75,20942.88,0.94,0.93,,,2.8,0.66,1.16,6.53,0.67,1.49,0.96,30.0,764.0,396.0,55.0,359.0,1573.0,690.0
BIMBO,11.27,243.0,45.23,509.85,2020-05-01,OT,2.1,5.0,2020.0,2.0,55.89,104.67,0.81,0.43,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
DIANA,6.82,926.0,418.66,2857.35,2020-05-01,OT,11.78,5.0,2020.0,2.0,558.75,635.42,0.75,0.66,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
DINANT,8.31,452.0,114.21,948.83,2020-05-01,OT,3.91,5.0,2020.0,2.0,170.72,164.83,0.67,0.69,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
KELLOGGS,10.98,724.0,170.86,1875.5,2020-05-01,OT,7.73,5.0,2020.0,2.0,244.54,262.98,0.7,0.65,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
OTHERS,12.95,1605.0,386.62,5005.67,2020-05-01,OT,20.64,5.0,2020.0,2.0,472.03,483.0,0.82,0.8,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
PEPSICO,10.06,2319.0,919.48,9254.36,2020-05-01,OT,38.16,5.0,2020.0,2.0,1173.69,1158.02,0.78,0.79,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
SEÑORIAL,5.58,783.0,680.5,3800.46,2020-05-01,OT,15.67,5.0,2020.0,2.0,854.31,822.09,0.8,0.83,,,11.27,6.82,8.31,10.98,12.95,10.06,5.58,243.0,926.0,452.0,724.0,1605.0,2319.0,783.0
BIMBO,2.75,34.0,635.72,1748.28,2020-05-01,TRADITIONAL,1.4,5.0,2020.0,2.0,669.01,914.2,0.95,0.7,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
DIANA,0.66,739.0,29894.47,19723.06,2020-05-01,TRADITIONAL,15.79,5.0,2020.0,2.0,35011.86,31758.24,0.85,0.94,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
DINANT,1.13,405.0,10317.95,11632.64,2020-05-01,TRADITIONAL,9.31,5.0,2020.0,2.0,10196.31,10909.24,1.01,0.95,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
KELLOGGS,6.58,56.0,179.73,1182.08,2020-05-01,TRADITIONAL,0.95,5.0,2020.0,2.0,198.82,251.34,0.9,0.72,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
OTHERS,0.65,344.0,9603.59,6265.47,2020-05-01,TRADITIONAL,5.02,5.0,2020.0,2.0,11088.64,10336.06,0.87,0.93,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
PEPSICO,1.51,1570.0,43714.52,65944.42,2020-05-01,TRADITIONAL,52.79,5.0,2020.0,2.0,47677.24,51934.71,0.92,0.84,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
SEÑORIAL,0.95,696.0,19371.18,18415.13,2020-05-01,TRADITIONAL,14.74,5.0,2020.0,2.0,20759.75,20942.88,0.93,0.92,,,2.75,0.66,1.13,6.58,0.65,1.51,0.95,34.0,739.0,405.0,56.0,344.0,1570.0,696.0
BIMBO,10.23,238.0,56.35,576.71,2020-06-01,OT,2.14,6.0,2020.0,2.0,55.89,104.67,1.01,0.54,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
DIANA,6.46,877.0,234.29,1514.52,2020-06-01,OT,5.61,6.0,2020.0,2.0,558.75,635.42,0.42,0.37,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
DINANT,7.94,469.0,156.63,1243.11,2020-06-01,OT,4.61,6.0,2020.0,2.0,170.72,164.83,0.92,0.95,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
KELLOGGS,11.7,730.0,194.95,2280.09,2020-06-01,OT,8.45,6.0,2020.0,2.0,244.54,262.98,0.8,0.74,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
OTHERS,12.84,1653.0,457.7,5877.7,2020-06-01,OT,21.78,6.0,2020.0,2.0,472.03,483.0,0.97,0.95,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
PEPSICO,9.94,2306.0,1142.22,11353.48,2020-06-01,OT,42.08,6.0,2020.0,2.0,1173.69,1158.02,0.97,0.99,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
SEÑORIAL,5.38,807.0,768.86,4137.17,2020-06-01,OT,15.33,6.0,2020.0,2.0,854.31,822.09,0.9,0.94,,,10.23,6.46,7.94,11.7,12.84,9.94,5.38,238.0,877.0,469.0,730.0,1653.0,2306.0,807.0
BIMBO,2.66,31.0,678.82,1808.72,2020-06-01,TRADITIONAL,1.4,6.0,2020.0,2.0,669.01,914.2,1.01,0.74,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
DIANA,0.67,715.0,27848.58,18609.27,2020-06-01,TRADITIONAL,14.4,6.0,2020.0,2.0,35011.86,31758.24,0.8,0.88,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
DINANT,1.18,416.0,10699.5,11929.45,2020-06-01,TRADITIONAL,9.23,6.0,2020.0,2.0,10196.31,10909.24,1.05,0.98,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
KELLOGGS,6.69,57.0,165.58,1107.22,2020-06-01,TRADITIONAL,0.86,6.0,2020.0,2.0,198.82,251.34,0.83,0.66,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
OTHERS,0.66,337.0,9830.42,6447.63,2020-06-01,TRADITIONAL,4.99,6.0,2020.0,2.0,11088.64,10336.06,0.89,0.95,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
PEPSICO,1.48,1570.0,47104.54,69906.19,2020-06-01,TRADITIONAL,54.1,6.0,2020.0,2.0,47677.24,51934.71,0.99,0.91,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
SEÑORIAL,0.96,709.0,20310.77,19401.57,2020-06-01,TRADITIONAL,15.02,6.0,2020.0,2.0,20759.75,20942.88,0.98,0.97,,,2.66,0.67,1.18,6.69,0.66,1.48,0.96,31.0,715.0,416.0,57.0,337.0,1570.0,709.0
BIMBO,9.16,224.0,59.25,542.57,2020-07-01,OT,2.03,7.0,2020.0,3.0,55.89,126.09,1.06,0.47,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
DIANA,6.96,756.0,315.69,2197.25,2020-07-01,OT,8.24,7.0,2020.0,3.0,558.75,671.93,0.56,0.47,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
DINANT,7.53,459.0,166.31,1252.55,2020-07-01,OT,4.7,7.0,2020.0,3.0,170.72,190.26,0.97,0.87,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
KELLOGGS,12.02,722.0,184.15,2212.71,2020-07-01,OT,8.3,7.0,2020.0,3.0,244.54,267.24,0.75,0.69,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
OTHERS,12.89,1657.0,435.61,5614.22,2020-07-01,OT,21.05,7.0,2020.0,3.0,472.03,488.81,0.92,0.89,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
PEPSICO,10.57,2361.0,1015.78,10736.97,2020-07-01,OT,40.26,7.0,2020.0,3.0,1173.69,1206.4,0.87,0.84,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
SEÑORIAL,5.77,777.0,712.9,4115.56,2020-07-01,OT,15.43,7.0,2020.0,3.0,854.31,700.58,0.83,1.02,,,9.16,6.96,7.53,12.02,12.89,10.57,5.77,224.0,756.0,459.0,722.0,1657.0,2361.0,777.0
BIMBO,2.84,32.0,648.11,1838.54,2020-07-01,TRADITIONAL,1.4,7.0,2020.0,3.0,669.01,1014.22,0.97,0.64,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
DIANA,0.68,741.0,31942.95,21371.49,2020-07-01,TRADITIONAL,16.32,7.0,2020.0,3.0,35011.86,31077.49,0.91,1.03,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
DINANT,1.16,401.0,9657.36,10965.08,2020-07-01,TRADITIONAL,8.37,7.0,2020.0,3.0,10196.31,10846.14,0.95,0.89,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
KELLOGGS,6.54,56.0,175.16,1146.13,2020-07-01,TRADITIONAL,0.88,7.0,2020.0,3.0,198.82,235.47,0.88,0.74,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
OTHERS,0.67,342.0,10606.76,7070.77,2020-07-01,TRADITIONAL,5.4,7.0,2020.0,3.0,11088.64,10525.21,0.96,1.01,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
PEPSICO,1.49,1588.0,46610.05,69305.76,2020-07-01,TRADITIONAL,52.93,7.0,2020.0,3.0,47677.24,52065.19,0.98,0.9,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
SEÑORIAL,0.97,701.0,20285.87,19235.09,2020-07-01,TRADITIONAL,14.69,7.0,2020.0,3.0,20759.75,21367.07,0.98,0.95,,,2.84,0.68,1.16,6.54,0.67,1.49,0.97,32.0,741.0,401.0,56.0,342.0,1588.0,701.0
BIMBO,9.73,239.0,61.58,598.89,2020-08-01,OT,2.12,8.0,2020.0,3.0,55.89,126.09,1.1,0.49,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
DIANA,6.86,769.0,487.03,3341.41,2020-08-01,OT,11.84,8.0,2020.0,3.0,558.75,671.93,0.87,0.72,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
DINANT,8.01,457.0,166.51,1334.38,2020-08-01,OT,4.73,8.0,2020.0,3.0,170.72,190.26,0.98,0.88,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
KELLOGGS,11.5,734.0,204.0,2345.93,2020-08-01,OT,8.31,8.0,2020.0,3.0,244.54,267.24,0.83,0.76,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
OTHERS,13.27,1623.0,440.02,5839.19,2020-08-01,OT,20.7,8.0,2020.0,3.0,472.03,488.81,0.93,0.9,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
PEPSICO,10.77,2344.0,1014.76,10932.05,2020-08-01,OT,38.75,8.0,2020.0,3.0,1173.69,1206.4,0.86,0.84,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
SEÑORIAL,5.71,807.0,669.19,3822.4,2020-08-01,OT,13.55,8.0,2020.0,3.0,854.31,700.58,0.78,0.96,,,9.73,6.86,8.01,11.5,13.27,10.77,5.71,239.0,769.0,457.0,734.0,1623.0,2344.0,807.0
BIMBO,2.95,31.0,610.34,1802.5,2020-08-01,TRADITIONAL,1.35,8.0,2020.0,3.0,669.01,1014.22,0.91,0.6,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
DIANA,0.67,767.0,34060.48,22820.27,2020-08-01,TRADITIONAL,17.05,8.0,2020.0,3.0,35011.86,31077.49,0.97,1.1,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
DINANT,1.13,421.0,9518.43,10790.89,2020-08-01,TRADITIONAL,8.06,8.0,2020.0,3.0,10196.31,10846.14,0.93,0.88,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
KELLOGGS,6.44,60.0,166.81,1074.84,2020-08-01,TRADITIONAL,0.8,8.0,2020.0,3.0,198.82,235.47,0.84,0.71,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
OTHERS,0.67,344.0,10713.88,7186.5,2020-08-01,TRADITIONAL,5.37,8.0,2020.0,3.0,11088.64,10525.21,0.97,1.02,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
PEPSICO,1.48,1615.0,47782.53,70751.04,2020-08-01,TRADITIONAL,52.85,8.0,2020.0,3.0,47677.24,52065.19,1.0,0.92,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
SEÑORIAL,0.96,730.0,20240.75,19453.64,2020-08-01,TRADITIONAL,14.53,8.0,2020.0,3.0,20759.75,21367.07,0.97,0.95,,,2.95,0.67,1.13,6.44,0.67,1.48,0.96,31.0,767.0,421.0,60.0,344.0,1615.0,730.0
BIMBO,10.45,232.0,64.75,676.86,2020-09-01,OT,2.32,9.0,2020.0,3.0,55.89,126.09,1.16,0.51,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
DIANA,6.77,886.0,627.3,4247.2,2020-09-01,OT,14.57,9.0,2020.0,3.0,558.75,671.93,1.12,0.93,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
DINANT,8.28,469.0,172.7,1430.13,2020-09-01,OT,4.91,9.0,2020.0,3.0,170.72,190.26,1.01,0.91,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
KELLOGGS,11.29,699.0,218.05,2462.38,2020-09-01,OT,8.45,9.0,2020.0,3.0,244.54,267.24,0.89,0.82,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
OTHERS,13.2,1621.0,441.97,5835.23,2020-09-01,OT,20.02,9.0,2020.0,3.0,472.03,488.81,0.94,0.9,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
PEPSICO,10.69,2429.0,1003.73,10733.45,2020-09-01,OT,36.82,9.0,2020.0,3.0,1173.69,1206.4,0.86,0.83,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
SEÑORIAL,5.75,781.0,653.85,3762.04,2020-09-01,OT,12.91,9.0,2020.0,3.0,854.31,700.58,0.77,0.93,,,10.45,6.77,8.28,11.29,13.2,10.69,5.75,232.0,886.0,469.0,699.0,1621.0,2429.0,781.0
BIMBO,3.07,37.0,588.62,1807.28,2020-09-01,TRADITIONAL,1.36,9.0,2020.0,3.0,669.01,1014.22,0.88,0.58,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
DIANA,0.68,780.0,35164.8,23443.19,2020-09-01,TRADITIONAL,17.58,9.0,2020.0,3.0,35011.86,31077.49,1.0,1.13,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
DINANT,1.17,425.0,9699.53,11371.08,2020-09-01,TRADITIONAL,8.53,9.0,2020.0,3.0,10196.31,10846.14,0.95,0.89,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
KELLOGGS,6.95,61.0,191.01,1231.92,2020-09-01,TRADITIONAL,0.92,9.0,2020.0,3.0,198.82,235.47,0.96,0.81,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
OTHERS,0.69,347.0,10813.79,7308.1,2020-09-01,TRADITIONAL,5.48,9.0,2020.0,3.0,11088.64,10525.21,0.98,1.03,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
PEPSICO,1.47,1635.0,46822.98,68745.4,2020-09-01,TRADITIONAL,51.54,9.0,2020.0,3.0,47677.24,52065.19,0.98,0.9,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
SEÑORIAL,0.96,732.0,20292.58,19466.8,2020-09-01,TRADITIONAL,14.6,9.0,2020.0,3.0,20759.75,21367.07,0.98,0.95,,,3.07,0.68,1.17,6.95,0.69,1.47,0.96,37.0,780.0,425.0,61.0,347.0,1635.0,732.0
BIMBO,10.58,273.0,74.18,784.6,2020-10-01,OT,2.64,10.0,2020.0,4.0,55.89,120.06,1.33,0.62,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
DIANA,6.91,902.0,617.22,4267.61,2020-10-01,OT,14.34,10.0,2020.0,4.0,558.75,755.99,1.1,0.82,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
DINANT,8.64,467.0,192.17,1487.34,2020-10-01,OT,5.0,10.0,2020.0,4.0,170.72,209.39,1.13,0.92,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
KELLOGGS,11.53,710.0,251.15,2894.97,2020-10-01,OT,9.73,10.0,2020.0,4.0,244.54,298.3,1.03,0.84,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
OTHERS,12.88,1595.0,450.21,5772.31,2020-10-01,OT,19.4,10.0,2020.0,4.0,472.03,536.76,0.95,0.84,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
PEPSICO,10.39,2447.0,1032.14,10724.1,2020-10-01,OT,36.04,10.0,2020.0,4.0,1173.69,1432.29,0.88,0.72,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
SEÑORIAL,5.9,822.0,647.47,3821.54,2020-10-01,OT,12.84,10.0,2020.0,4.0,854.31,819.71,0.76,0.79,,,10.58,6.91,8.64,11.53,12.88,10.39,5.9,273.0,902.0,467.0,710.0,1595.0,2447.0,822.0
BIMBO,3.06,34.0,633.73,1937.18,2020-10-01,TRADITIONAL,1.41,10.0,2020.0,4.0,669.01,1145.68,0.95,0.55,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
DIANA,0.67,782.0,36595.98,24409.55,2020-10-01,TRADITIONAL,17.76,10.0,2020.0,4.0,35011.86,31288.11,1.05,1.17,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
DINANT,1.16,438.0,10465.41,11932.26,2020-10-01,TRADITIONAL,8.68,10.0,2020.0,4.0,10196.31,10910.16,1.03,0.96,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
KELLOGGS,6.13,63.0,204.88,1254.95,2020-10-01,TRADITIONAL,0.91,10.0,2020.0,4.0,198.82,248.08,1.03,0.83,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
OTHERS,0.67,357.0,10878.02,7259.82,2020-10-01,TRADITIONAL,5.28,10.0,2020.0,4.0,11088.64,10377.12,0.98,1.05,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
PEPSICO,1.49,1645.0,48380.28,70307.44,2020-10-01,TRADITIONAL,51.15,10.0,2020.0,4.0,47677.24,51257.4,1.01,0.94,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
SEÑORIAL,0.97,743.0,20926.13,20362.99,2020-10-01,TRADITIONAL,14.81,10.0,2020.0,4.0,20759.75,21621.34,1.01,0.97,,,3.06,0.67,1.16,6.13,0.67,1.49,0.97,34.0,782.0,438.0,63.0,357.0,1645.0,743.0
BIMBO,10.33,226.0,74.1,765.28,2020-11-01,OT,2.48,11.0,2020.0,4.0,55.89,120.06,1.33,0.62,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
DIANA,6.85,928.0,640.99,4390.76,2020-11-01,OT,14.25,11.0,2020.0,4.0,558.75,755.99,1.15,0.85,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
DINANT,7.84,481.0,189.74,1487.28,2020-11-01,OT,4.83,11.0,2020.0,4.0,170.72,209.39,1.11,0.91,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
KELLOGGS,11.9,745.0,251.57,2993.75,2020-11-01,OT,9.72,11.0,2020.0,4.0,244.54,298.3,1.03,0.84,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
OTHERS,12.63,1644.0,460.39,5814.49,2020-11-01,OT,18.87,11.0,2020.0,4.0,472.03,536.76,0.98,0.86,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
PEPSICO,10.72,2473.0,1089.85,11683.8,2020-11-01,OT,37.92,11.0,2020.0,4.0,1173.69,1432.29,0.93,0.76,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
SEÑORIAL,5.83,806.0,630.23,3677.12,2020-11-01,OT,11.93,11.0,2020.0,4.0,854.31,819.71,0.74,0.77,,,10.33,6.85,7.84,11.9,12.63,10.72,5.83,226.0,928.0,481.0,745.0,1644.0,2473.0,806.0
BIMBO,3.21,42.0,779.77,2505.04,2020-11-01,TRADITIONAL,1.78,11.0,2020.0,4.0,669.01,1145.68,1.17,0.68,,,3.21,0.68,1.17,6.05,0.67,1.49,0.98,42.0,775.0,416.0,61.0,349.0,1646.0,712.0
