Manufacturer,Channel,Date,SOM,SOM_hat,SOM mae,Sales,Sales_pred,Sales MAPE,Units,units_pred,units MAPE,forecast_month
SEÑORIAL,OT,2023-05-01,,1.38,,,469.9,,,64.28,,October 2022
SEÑORIAL,OT,2023-06-01,,1.08,,,382.48,,,52.32,,October 2022
SEÑORIAL,OT,2023-07-01,,0.17,,,64.48,,,8.64,,October 2022
SEÑORIAL,OT,2023-08-01,,3.35,,,1287.91,,,168.57,,October 2022
SEÑORIAL,OT,2023-09-01,,3.6,,,1378.94,,,168.57,,October 2022
SEÑORIAL,OT,2023-10-01,,3.69,,,1397.48,,,168.57,,October 2022
SEÑORIAL,TRADITIONAL,2022-11-01,12.8,13.88,1.08,22062.47,26200.71,18.76,21777.18,25941.3,19.12,October 2022
SEÑORIAL,TRADITIONAL,2022-12-01,12.82,13.52,0.7,24447.51,26788.39,9.58,24226.4,26523.16,9.48,October 2022
SEÑORIAL,TRADITIONAL,2023-01-01,12.51,13.32,0.81,22884.93,26975.49,17.87,22654.75,26708.4,17.89,October 2022
SEÑORIAL,TRADITIONAL,2023-02-01,12.56,13.06,0.5,22026.43,25566.95,16.07,21655.03,25313.81,16.9,October 2022
SEÑORIAL,TRADITIONAL,2023-03-01,12.78,13.1,0.32,23404.62,26836.77,14.66,22660.82,26571.06,17.26,October 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,13.19,,,26823.26,,,26557.69,,October 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,13.28,,,27605.41,,,27332.09,,October 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,13.12,,,28137.65,,,27585.93,,October 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,13.06,,,28489.39,,,28207.31,,October 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,12.9,,,28737.27,,,28452.74,,October 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,12.95,,,29245.92,,,28956.36,,October 2022
SEÑORIAL,TRADITIONAL,2023-10-01,,12.9,,,29603.1,,,29022.65,,October 2022
BIMBO,OT,2022-12-01,4.52,4.38,0.14,2546.66,1991.18,21.81,243.14,220.26,9.41,November 2022
BIMBO,OT,2023-01-01,4.88,4.83,0.05,2418.09,2052.21,15.13,218.81,221.62,1.28,November 2022
BIMBO,OT,2023-02-01,5.26,6.77,1.51,1934.91,2082.49,7.63,176.74,210.56,19.14,November 2022
BIMBO,OT,2023-03-01,5.88,6.26,0.38,2431.01,2248.12,7.52,247.2,228.0,7.77,November 2022
BIMBO,OT,2023-04-01,,6.03,,,2371.19,,,233.85,,November 2022
BIMBO,OT,2023-05-01,,6.54,,,2230.41,,,235.03,,November 2022
BIMBO,OT,2023-06-01,,6.66,,,2330.2,,,262.71,,November 2022
BIMBO,OT,2023-07-01,,6.17,,,2284.93,,,261.14,,November 2022
BIMBO,OT,2023-08-01,,6.35,,,2329.47,,,253.2,,November 2022
BIMBO,OT,2023-09-01,,6.26,,,2366.86,,,242.51,,November 2022
BIMBO,OT,2023-10-01,,6.6,,,2438.14,,,245.53,,November 2022
BIMBO,OT,2023-11-01,,6.47,,,2360.35,,,238.9,,November 2022
BIMBO,TRADITIONAL,2022-12-01,4.41,4.09,0.32,8405.08,7798.99,7.21,2069.72,1813.72,12.37,November 2022
BIMBO,TRADITIONAL,2023-01-01,3.91,4.01,0.1,7152.07,7778.94,8.76,1782.6,1865.45,4.65,November 2022
BIMBO,TRADITIONAL,2023-02-01,3.96,4.24,0.28,6943.53,7916.95,14.02,1659.8,1889.49,13.84,November 2022
BIMBO,TRADITIONAL,2023-03-01,4.05,4.12,0.07,7427.33,8031.29,8.13,1702.07,1894.17,11.29,November 2022
BIMBO,TRADITIONAL,2023-04-01,,4.22,,,8126.84,,,1948.88,,November 2022
BIMBO,TRADITIONAL,2023-05-01,,4.34,,,8501.59,,,2024.19,,November 2022
BIMBO,TRADITIONAL,2023-06-01,,4.43,,,8958.68,,,2064.21,,November 2022
BIMBO,TRADITIONAL,2023-07-01,,4.6,,,9427.84,,,2152.48,,November 2022
BIMBO,TRADITIONAL,2023-08-01,,4.72,,,9926.01,,,2176.76,,November 2022
BIMBO,TRADITIONAL,2023-09-01,,4.95,,,10529.54,,,2294.02,,November 2022
BIMBO,TRADITIONAL,2023-10-01,,4.88,,,10513.53,,,2270.74,,November 2022
BIMBO,TRADITIONAL,2023-11-01,,5.03,,,11069.89,,,2365.36,,November 2022
DIANA,OT,2022-12-01,13.43,14.4,0.97,7573.44,6546.25,13.56,1131.6,971.25,14.17,November 2022
DIANA,OT,2023-01-01,13.14,14.35,1.21,6512.47,6096.61,6.39,956.33,942.29,1.47,November 2022
DIANA,OT,2023-02-01,12.76,14.99,2.23,4694.06,4608.41,1.82,691.51,699.3,1.13,November 2022
DIANA,OT,2023-03-01,12.9,15.17,2.27,5337.34,5449.78,2.11,784.77,855.54,9.02,November 2022
DIANA,OT,2023-04-01,,16.29,,,6406.1,,,1002.52,,November 2022
DIANA,OT,2023-05-01,,15.81,,,5390.33,,,835.71,,November 2022
DIANA,OT,2023-06-01,,15.07,,,5275.86,,,832.15,,November 2022
DIANA,OT,2023-07-01,,15.42,,,5709.12,,,882.4,,November 2022
DIANA,OT,2023-08-01,,15.41,,,5655.74,,,862.16,,November 2022
DIANA,OT,2023-09-01,,15.75,,,5951.86,,,944.74,,November 2022
DIANA,OT,2023-10-01,,15.26,,,5640.22,,,853.29,,November 2022
DIANA,OT,2023-11-01,,15.39,,,5613.6,,,850.55,,November 2022
DIANA,TRADITIONAL,2022-12-01,14.72,15.59,0.87,28053.42,29732.76,5.99,26707.01,27530.33,3.08,November 2022
DIANA,TRADITIONAL,2023-01-01,14.47,16.1,1.63,26474.38,31256.07,18.06,24860.86,28675.29,15.34,November 2022
DIANA,TRADITIONAL,2023-02-01,14.32,15.75,1.43,25113.23,29395.72,17.05,23449.88,26723.38,13.96,November 2022
DIANA,TRADITIONAL,2023-03-01,14.19,15.58,1.39,25995.22,30356.43,16.78,24115.64,27348.13,13.4,November 2022
DIANA,TRADITIONAL,2023-04-01,,14.7,,,28289.94,,,25258.88,,November 2022
DIANA,TRADITIONAL,2023-05-01,,14.74,,,28890.19,,,25342.27,,November 2022
DIANA,TRADITIONAL,2023-06-01,,14.39,,,29064.82,,,25055.88,,November 2022
DIANA,TRADITIONAL,2023-07-01,,14.36,,,29455.81,,,25175.91,,November 2022
DIANA,TRADITIONAL,2023-08-01,,14.49,,,30494.14,,,25201.77,,November 2022
DIANA,TRADITIONAL,2023-09-01,,14.52,,,30884.93,,,25109.7,,November 2022
DIANA,TRADITIONAL,2023-10-01,,14.29,,,30787.74,,,25030.69,,November 2022
DIANA,TRADITIONAL,2023-11-01,,14.01,,,30868.76,,,24894.16,,November 2022
DINANT,OT,2022-12-01,4.47,5.52,1.05,2521.52,2511.19,0.41,286.1,278.09,2.8,November 2022
DINANT,OT,2023-01-01,4.79,6.09,1.3,2376.43,2587.59,8.89,259.6,270.95,4.37,November 2022
DINANT,OT,2023-02-01,5.44,6.62,1.18,1999.04,2036.24,1.86,222.37,203.42,8.52,November 2022
DINANT,OT,2023-03-01,5.34,5.92,0.58,2209.97,2125.88,3.8,246.15,227.12,7.73,November 2022
DINANT,OT,2023-04-01,,5.96,,,2344.98,,,246.84,,November 2022
DINANT,OT,2023-05-01,,6.4,,,2182.57,,,226.17,,November 2022
DINANT,OT,2023-06-01,,6.58,,,2303.7,,,239.72,,November 2022
DINANT,OT,2023-07-01,,6.44,,,2382.74,,,250.55,,November 2022
DINANT,OT,2023-08-01,,6.98,,,2564.1,,,259.52,,November 2022
DINANT,OT,2023-09-01,,7.03,,,2654.98,,,261.83,,November 2022
DINANT,OT,2023-10-01,,7.18,,,2654.13,,,255.94,,November 2022
DINANT,OT,2023-11-01,,7.16,,,2611.25,,,255.5,,November 2022
DINANT,TRADITIONAL,2022-12-01,9.3,12.0,2.7,17723.97,22885.09,29.12,12027.07,15359.12,27.7,November 2022
DINANT,TRADITIONAL,2023-01-01,10.26,11.79,1.53,18778.63,22892.88,21.91,12952.95,15061.11,16.28,November 2022
DINANT,TRADITIONAL,2023-02-01,10.75,12.24,1.49,18854.32,22845.39,21.17,13345.6,14931.63,11.88,November 2022
DINANT,TRADITIONAL,2023-03-01,10.62,12.13,1.51,19448.7,23636.83,21.53,13761.13,15055.3,9.4,November 2022
DINANT,TRADITIONAL,2023-04-01,,12.72,,,24487.71,,,15115.87,,November 2022
DINANT,TRADITIONAL,2023-05-01,,12.83,,,25155.06,,,15432.55,,November 2022
DINANT,TRADITIONAL,2023-06-01,,13.35,,,26960.47,,,15952.94,,November 2022
DINANT,TRADITIONAL,2023-07-01,,13.42,,,27521.78,,,15908.54,,November 2022
DINANT,TRADITIONAL,2023-08-01,,13.66,,,28731.99,,,16325.0,,November 2022
DINANT,TRADITIONAL,2023-09-01,,14.22,,,30249.24,,,16529.64,,November 2022
DINANT,TRADITIONAL,2023-10-01,,14.51,,,31266.17,,,16542.95,,November 2022
DINANT,TRADITIONAL,2023-11-01,,14.87,,,32761.97,,,17063.53,,November 2022
KELLOGGS,OT,2022-12-01,10.61,10.76,0.15,5983.97,4891.95,18.25,390.96,345.23,11.7,November 2022
KELLOGGS,OT,2023-01-01,9.77,10.67,0.9,4844.62,4536.08,6.37,346.73,348.39,0.48,November 2022
KELLOGGS,OT,2023-02-01,10.31,11.24,0.93,3791.52,3454.39,8.89,289.53,281.07,2.92,November 2022
KELLOGGS,OT,2023-03-01,9.42,9.23,0.19,3896.86,3314.23,14.95,270.98,252.61,6.78,November 2022
KELLOGGS,OT,2023-04-01,,10.19,,,4008.88,,,289.03,,November 2022
KELLOGGS,OT,2023-05-01,,10.85,,,3699.59,,,273.64,,November 2022
KELLOGGS,OT,2023-06-01,,10.47,,,3665.32,,,262.94,,November 2022
KELLOGGS,OT,2023-07-01,,10.63,,,3933.59,,,278.78,,November 2022
KELLOGGS,OT,2023-08-01,,10.57,,,3881.35,,,278.43,,November 2022
KELLOGGS,OT,2023-09-01,,9.95,,,3760.64,,,270.55,,November 2022
KELLOGGS,OT,2023-10-01,,9.88,,,3652.45,,,252.94,,November 2022
KELLOGGS,OT,2023-11-01,,9.64,,,3518.05,,,238.51,,November 2022
KELLOGGS,TRADITIONAL,2022-12-01,0.95,1.07,0.12,1803.3,2039.73,13.11,311.5,341.09,9.5,November 2022
KELLOGGS,TRADITIONAL,2023-01-01,1.29,1.09,0.2,2356.51,2113.12,10.33,352.19,335.95,4.61,November 2022
KELLOGGS,TRADITIONAL,2023-02-01,1.08,1.14,0.06,1895.91,2120.88,11.87,314.75,327.3,3.99,November 2022
KELLOGGS,TRADITIONAL,2023-03-01,1.0,1.11,0.11,1828.29,2165.84,18.46,290.81,349.89,20.32,November 2022
KELLOGGS,TRADITIONAL,2023-04-01,,1.16,,,2230.32,,,359.73,,November 2022
KELLOGGS,TRADITIONAL,2023-05-01,,1.18,,,2307.75,,,362.28,,November 2022
KELLOGGS,TRADITIONAL,2023-06-01,,1.1,,,2229.21,,,353.84,,November 2022
KELLOGGS,TRADITIONAL,2023-07-01,,1.11,,,2279.79,,,365.94,,November 2022
KELLOGGS,TRADITIONAL,2023-08-01,,1.06,,,2226.49,,,362.03,,November 2022
KELLOGGS,TRADITIONAL,2023-09-01,,1.12,,,2377.17,,,375.54,,November 2022
KELLOGGS,TRADITIONAL,2023-10-01,,1.01,,,2174.93,,,357.72,,November 2022
KELLOGGS,TRADITIONAL,2023-11-01,,1.03,,,2269.24,,,373.23,,November 2022
OTHERS,OT,2022-12-01,17.31,21.11,3.8,9760.1,9598.81,1.65,705.73,653.87,7.35,November 2022
OTHERS,OT,2023-01-01,19.65,21.76,2.11,9742.02,9247.25,5.08,734.65,629.92,14.26,November 2022
OTHERS,OT,2023-02-01,20.06,21.86,1.8,7375.99,6720.32,8.89,572.45,448.62,21.63,November 2022
OTHERS,OT,2023-03-01,18.93,21.12,2.19,7830.51,7584.95,3.14,606.85,509.4,16.06,November 2022
OTHERS,OT,2023-04-01,,21.23,,,8352.2,,,551.66,,November 2022
OTHERS,OT,2023-05-01,,22.92,,,7814.4,,,517.51,,November 2022
OTHERS,OT,2023-06-01,,22.93,,,8026.62,,,526.68,,November 2022
OTHERS,OT,2023-07-01,,22.91,,,8479.05,,,563.77,,November 2022
OTHERS,OT,2023-08-01,,22.95,,,8426.49,,,542.94,,November 2022
OTHERS,OT,2023-09-01,,21.96,,,8298.45,,,528.56,,November 2022
OTHERS,OT,2023-10-01,,22.14,,,8184.69,,,517.69,,November 2022
OTHERS,OT,2023-11-01,,22.47,,,8199.83,,,527.32,,November 2022
OTHERS,TRADITIONAL,2022-12-01,4.47,3.77,0.7,8516.3,7184.17,15.64,7948.66,6842.06,13.92,November 2022
OTHERS,TRADITIONAL,2023-01-01,4.7,4.03,0.67,8593.29,7824.63,8.94,8154.39,7312.74,10.32,November 2022
OTHERS,TRADITIONAL,2023-02-01,5.0,4.04,0.96,8759.77,7549.24,13.82,8331.04,6862.95,17.62,November 2022
OTHERS,TRADITIONAL,2023-03-01,5.11,3.89,1.22,9360.37,7580.79,19.01,8608.93,6829.54,20.67,November 2022
OTHERS,TRADITIONAL,2023-04-01,,3.95,,,7606.57,,,6501.34,,November 2022
OTHERS,TRADITIONAL,2023-05-01,,3.79,,,7431.82,,,6193.19,,November 2022
OTHERS,TRADITIONAL,2023-06-01,,3.96,,,7993.87,,,6395.09,,November 2022
OTHERS,TRADITIONAL,2023-07-01,,4.05,,,8299.79,,,6433.94,,November 2022
OTHERS,TRADITIONAL,2023-08-01,,4.18,,,8798.65,,,6665.64,,November 2022
OTHERS,TRADITIONAL,2023-09-01,,4.14,,,8818.08,,,6389.92,,November 2022
OTHERS,TRADITIONAL,2023-10-01,,4.18,,,9005.66,,,6386.99,,November 2022
OTHERS,TRADITIONAL,2023-11-01,,4.25,,,9353.31,,,6586.84,,November 2022
PEPSICO,OT,2022-12-01,38.63,36.74,1.89,21778.8,16708.07,23.28,2158.1,1766.18,18.16,November 2022
PEPSICO,OT,2023-01-01,38.03,36.88,1.15,18850.7,15671.64,16.86,1871.6,1625.69,13.14,November 2022
PEPSICO,OT,2023-02-01,37.22,35.08,2.14,13689.66,10785.32,21.22,1422.61,1157.22,18.65,November 2022
PEPSICO,OT,2023-03-01,36.5,37.0,0.5,15099.19,13288.47,11.99,1510.26,1406.19,6.89,November 2022
PEPSICO,OT,2023-04-01,,34.71,,,13652.28,,,1437.08,,November 2022
PEPSICO,OT,2023-05-01,,34.94,,,11914.11,,,1256.76,,November 2022
PEPSICO,OT,2023-06-01,,35.57,,,12450.75,,,1310.61,,November 2022
PEPSICO,OT,2023-07-01,,36.57,,,13537.26,,,1405.74,,November 2022
PEPSICO,OT,2023-08-01,,37.16,,,13640.35,,,1434.32,,November 2022
PEPSICO,OT,2023-09-01,,35.98,,,13597.1,,,1423.78,,November 2022
PEPSICO,OT,2023-10-01,,35.76,,,13221.34,,,1387.34,,November 2022
PEPSICO,OT,2023-11-01,,37.59,,,13713.8,,,1454.27,,November 2022
PEPSICO,TRADITIONAL,2022-12-01,53.34,51.61,1.73,101686.33,98432.5,3.2,54689.69,54684.72,0.01,November 2022
PEPSICO,TRADITIONAL,2023-01-01,52.87,51.22,1.65,96734.39,99421.94,2.78,51107.1,54033.66,5.73,November 2022
PEPSICO,TRADITIONAL,2023-02-01,52.32,51.28,1.04,91729.56,95729.62,4.36,48790.0,51192.31,4.92,November 2022
PEPSICO,TRADITIONAL,2023-03-01,52.25,51.74,0.51,95716.33,100813.72,5.33,50158.38,54200.92,8.06,November 2022
PEPSICO,TRADITIONAL,2023-04-01,,52.1,,,100291.08,,,52784.78,,November 2022
PEPSICO,TRADITIONAL,2023-05-01,,51.93,,,101784.76,,,52738.22,,November 2022
PEPSICO,TRADITIONAL,2023-06-01,,51.83,,,104691.6,,,53688.0,,November 2022
PEPSICO,TRADITIONAL,2023-07-01,,51.65,,,105941.36,,,53236.87,,November 2022
PEPSICO,TRADITIONAL,2023-08-01,,51.32,,,107958.86,,,53181.7,,November 2022
PEPSICO,TRADITIONAL,2023-09-01,,50.54,,,107546.84,,,51705.21,,November 2022
PEPSICO,TRADITIONAL,2023-10-01,,50.88,,,109650.06,,,51721.73,,November 2022
PEPSICO,TRADITIONAL,2023-11-01,,50.65,,,111582.64,,,51898.9,,November 2022
SEÑORIAL,OT,2022-12-01,11.03,7.09,3.94,6220.39,3224.67,48.16,1057.59,498.4,52.87,November 2022
SEÑORIAL,OT,2023-01-01,9.73,5.42,4.31,4822.87,2304.4,52.22,739.17,348.1,52.91,November 2022
SEÑORIAL,OT,2023-02-01,8.95,3.44,5.51,3290.65,1058.04,67.85,471.38,153.56,67.42,November 2022
SEÑORIAL,OT,2023-03-01,11.02,5.31,5.71,4560.41,1906.49,58.19,621.6,282.86,54.49,November 2022
SEÑORIAL,OT,2023-04-01,,5.59,,,2197.23,,,327.46,,November 2022
SEÑORIAL,OT,2023-05-01,,2.55,,,868.09,,,123.84,,November 2022
SEÑORIAL,OT,2023-06-01,,2.71,,,949.98,,,135.91,,November 2022
SEÑORIAL,OT,2023-07-01,,1.85,,,686.11,,,96.77,,November 2022
SEÑORIAL,OT,2023-08-01,,0.58,,,213.99,,,29.85,,November 2022
SEÑORIAL,OT,2023-09-01,,3.07,,,1161.16,,,149.25,,November 2022
SEÑORIAL,OT,2023-10-01,,3.19,,,1177.58,,,149.25,,November 2022
SEÑORIAL,OT,2023-11-01,,1.29,,,470.09,,,63.61,,November 2022
SEÑORIAL,TRADITIONAL,2022-12-01,12.82,11.88,0.94,24447.51,22657.08,7.32,24226.4,22432.76,7.4,November 2022
SEÑORIAL,TRADITIONAL,2023-01-01,12.51,11.76,0.75,22884.93,22830.38,0.24,22654.75,22604.34,0.22,November 2022
SEÑORIAL,TRADITIONAL,2023-02-01,12.56,11.31,1.25,22026.43,21107.89,4.17,21655.03,20898.9,3.49,November 2022
SEÑORIAL,TRADITIONAL,2023-03-01,12.78,11.42,1.36,23404.62,22255.83,4.91,22660.82,22035.47,2.76,November 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,11.15,,,21461.06,,,21248.57,,November 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,11.19,,,21943.62,,,21943.62,,November 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,10.94,,,22103.91,,,21885.06,,November 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,10.81,,,22182.26,,,21962.63,,November 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,10.57,,,22242.41,,,22022.19,,November 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,10.51,,,22370.74,,,22149.25,,November 2022
SEÑORIAL,TRADITIONAL,2023-10-01,,10.26,,,22118.48,,,21899.49,,November 2022
SEÑORIAL,TRADITIONAL,2023-11-01,,10.16,,,22386.46,,,21947.51,,November 2022
BIMBO,OT,2023-01-01,4.88,4.49,0.39,2418.09,2026.99,16.17,218.81,188.91,13.67,December 2022
BIMBO,OT,2023-02-01,5.26,6.02,0.76,1934.91,2007.1,3.73,176.74,175.14,0.91,December 2022
BIMBO,OT,2023-03-01,5.88,5.74,0.14,2431.01,2280.2,6.2,247.2,199.67,19.23,December 2022
BIMBO,OT,2023-04-01,,5.7,,,2337.67,,,198.95,,December 2022
BIMBO,OT,2023-05-01,,6.06,,,2183.86,,,198.71,,December 2022
BIMBO,OT,2023-06-01,,6.35,,,2324.04,,,226.07,,December 2022
BIMBO,OT,2023-07-01,,5.8,,,2266.47,,,223.74,,December 2022
BIMBO,OT,2023-08-01,,5.91,,,2250.34,,,211.1,,December 2022
BIMBO,OT,2023-09-01,,6.08,,,2296.29,,,203.21,,December 2022
BIMBO,OT,2023-10-01,,6.3,,,2351.95,,,204.52,,December 2022
BIMBO,OT,2023-11-01,,5.84,,,2257.15,,,197.3,,December 2022
BIMBO,OT,2023-12-01,,4.66,,,2363.85,,,208.64,,December 2022
BIMBO,TRADITIONAL,2023-01-01,3.91,3.54,0.37,7152.07,7222.9,0.99,1782.6,1828.58,2.58,December 2022
BIMBO,TRADITIONAL,2023-02-01,3.96,3.73,0.23,6943.53,7466.99,7.54,1659.8,1880.85,13.32,December 2022
BIMBO,TRADITIONAL,2023-03-01,4.05,3.61,0.44,7427.33,7588.51,2.17,1702.07,1887.69,10.91,December 2022
BIMBO,TRADITIONAL,2023-04-01,,3.72,,,7790.4,,,1967.27,,December 2022
BIMBO,TRADITIONAL,2023-05-01,,3.71,,,8015.65,,,2013.98,,December 2022
BIMBO,TRADITIONAL,2023-06-01,,3.82,,,8606.15,,,2088.87,,December 2022
BIMBO,TRADITIONAL,2023-07-01,,3.89,,,8972.16,,,2161.97,,December 2022
BIMBO,TRADITIONAL,2023-08-01,,3.99,,,9475.75,,,2193.46,,December 2022
BIMBO,TRADITIONAL,2023-09-01,,4.13,,,10077.54,,,2316.68,,December 2022
BIMBO,TRADITIONAL,2023-10-01,,4.11,,,10217.57,,,2327.46,,December 2022
BIMBO,TRADITIONAL,2023-11-01,,4.15,,,10587.2,,,2389.89,,December 2022
BIMBO,TRADITIONAL,2023-12-01,,4.13,,,11165.03,,,2481.12,,December 2022
DIANA,OT,2023-01-01,13.14,14.09,0.95,6512.47,6357.12,2.39,956.33,936.25,2.1,December 2022
DIANA,OT,2023-02-01,12.76,15.14,2.38,4694.06,5045.88,7.49,691.51,733.41,6.06,December 2022
DIANA,OT,2023-03-01,12.9,14.98,2.08,5337.34,5946.41,11.41,784.77,883.57,12.59,December 2022
DIANA,OT,2023-04-01,,15.81,,,6484.4,,,983.98,,December 2022
DIANA,OT,2023-05-01,,15.96,,,5747.57,,,852.76,,December 2022
DIANA,OT,2023-06-01,,15.11,,,5532.52,,,838.26,,December 2022
DIANA,OT,2023-07-01,,15.43,,,6027.03,,,890.26,,December 2022
DIANA,OT,2023-08-01,,15.54,,,5920.97,,,874.59,,December 2022
DIANA,OT,2023-09-01,,16.14,,,6091.96,,,960.88,,December 2022
DIANA,OT,2023-10-01,,16.12,,,6017.57,,,888.86,,December 2022
DIANA,OT,2023-11-01,,15.87,,,6137.97,,,897.36,,December 2022
DIANA,OT,2023-12-01,,13.81,,,7008.68,,,1047.64,,December 2022
DIANA,TRADITIONAL,2023-01-01,14.47,16.19,1.72,26474.38,33014.16,24.7,24860.86,31442.06,26.47,December 2022
DIANA,TRADITIONAL,2023-02-01,14.32,15.87,1.55,25113.23,31793.79,26.6,23449.88,30279.8,29.13,December 2022
DIANA,TRADITIONAL,2023-03-01,14.19,15.87,1.68,25995.22,33329.48,28.21,24115.64,31149.04,29.17,December 2022
DIANA,TRADITIONAL,2023-04-01,,15.33,,,32138.52,,,30036.0,,December 2022
DIANA,TRADITIONAL,2023-05-01,,15.21,,,32860.8,,,30426.66,,December 2022
DIANA,TRADITIONAL,2023-06-01,,14.94,,,33619.47,,,30843.55,,December 2022
DIANA,TRADITIONAL,2023-07-01,,14.96,,,34501.87,,,31365.34,,December 2022
DIANA,TRADITIONAL,2023-08-01,,15.23,,,36145.12,,,31986.83,,December 2022
DIANA,TRADITIONAL,2023-09-01,,15.28,,,37286.22,,,32422.8,,December 2022
DIANA,TRADITIONAL,2023-10-01,,15.14,,,37621.51,,,32714.36,,December 2022
DIANA,TRADITIONAL,2023-11-01,,14.79,,,37727.09,,,32806.16,,December 2022
DIANA,TRADITIONAL,2023-12-01,,15.01,,,40575.67,,,34979.03,,December 2022
DINANT,OT,2023-01-01,4.79,5.27,0.48,2376.43,2379.13,0.11,259.6,256.65,1.14,December 2022
DINANT,OT,2023-02-01,5.44,5.62,0.18,1999.04,1873.53,6.28,222.37,194.15,12.69,December 2022
DINANT,OT,2023-03-01,5.34,5.19,0.15,2209.97,2059.61,6.8,246.15,222.42,9.64,December 2022
DINANT,OT,2023-04-01,,5.16,,,2118.41,,,229.76,,December 2022
DINANT,OT,2023-05-01,,5.38,,,1938.01,,,211.34,,December 2022
DINANT,OT,2023-06-01,,5.52,,,2021.43,,,221.41,,December 2022
DINANT,OT,2023-07-01,,5.35,,,2090.21,,,232.25,,December 2022
DINANT,OT,2023-08-01,,5.55,,,2114.12,,,237.01,,December 2022
DINANT,OT,2023-09-01,,5.68,,,2142.25,,,236.71,,December 2022
DINANT,OT,2023-10-01,,5.95,,,2220.35,,,233.97,,December 2022
DINANT,OT,2023-11-01,,5.41,,,2092.19,,,232.47,,December 2022
DINANT,OT,2023-12-01,,4.62,,,2343.99,,,266.36,,December 2022
DINANT,TRADITIONAL,2023-01-01,10.26,9.74,0.52,18778.63,19850.91,5.71,12952.95,13233.94,2.17,December 2022
DINANT,TRADITIONAL,2023-02-01,10.75,10.08,0.67,18854.32,20205.31,7.17,13345.6,13381.0,0.27,December 2022
DINANT,TRADITIONAL,2023-03-01,10.62,9.72,0.9,19448.7,20407.25,4.93,13761.13,13251.46,3.7,December 2022
DINANT,TRADITIONAL,2023-04-01,,9.88,,,20706.35,,,13105.29,,December 2022
DINANT,TRADITIONAL,2023-05-01,,10.09,,,21797.85,,,13709.34,,December 2022
DINANT,TRADITIONAL,2023-06-01,,10.51,,,23660.0,,,14339.4,,December 2022
DINANT,TRADITIONAL,2023-07-01,,10.27,,,23679.5,,,14094.94,,December 2022
DINANT,TRADITIONAL,2023-08-01,,10.51,,,24931.6,,,14579.88,,December 2022
DINANT,TRADITIONAL,2023-09-01,,10.63,,,25938.07,,,14654.27,,December 2022
DINANT,TRADITIONAL,2023-10-01,,10.87,,,27008.38,,,14758.68,,December 2022
DINANT,TRADITIONAL,2023-11-01,,11.04,,,28153.53,,,15136.31,,December 2022
DINANT,TRADITIONAL,2023-12-01,,11.0,,,29745.91,,,15492.66,,December 2022
KELLOGGS,OT,2023-01-01,9.77,9.53,0.24,4844.62,4298.37,11.28,346.73,325.14,6.23,December 2022
KELLOGGS,OT,2023-02-01,10.31,9.48,0.83,3791.52,3161.55,16.62,289.53,253.13,12.57,December 2022
KELLOGGS,OT,2023-03-01,9.42,8.29,1.13,3896.86,3292.07,15.52,270.98,246.97,8.86,December 2022
KELLOGGS,OT,2023-04-01,,8.99,,,3689.26,,,262.21,,December 2022
KELLOGGS,OT,2023-05-01,,9.24,,,3326.06,,,241.72,,December 2022
KELLOGGS,OT,2023-06-01,,8.87,,,3249.77,,,228.86,,December 2022
KELLOGGS,OT,2023-07-01,,8.89,,,3473.82,,,241.57,,December 2022
KELLOGGS,OT,2023-08-01,,8.78,,,3344.59,,,235.53,,December 2022
KELLOGGS,OT,2023-09-01,,8.13,,,3067.07,,,215.84,,December 2022
KELLOGGS,OT,2023-10-01,,7.75,,,2893.88,,,196.73,,December 2022
KELLOGGS,OT,2023-11-01,,7.46,,,2886.87,,,191.82,,December 2022
KELLOGGS,OT,2023-12-01,,9.24,,,4690.62,,,293.9,,December 2022
KELLOGGS,TRADITIONAL,2023-01-01,1.29,0.97,0.32,2356.51,1981.11,15.93,352.19,321.61,8.68,December 2022
KELLOGGS,TRADITIONAL,2023-02-01,1.08,1.01,0.07,1895.91,2018.6,6.47,314.75,318.39,1.16,December 2022
KELLOGGS,TRADITIONAL,2023-03-01,1.0,0.98,0.02,1828.29,2057.66,12.55,290.81,339.55,16.76,December 2022
KELLOGGS,TRADITIONAL,2023-04-01,,1.0,,,2092.19,,,344.11,,December 2022
KELLOGGS,TRADITIONAL,2023-05-01,,1.01,,,2171.86,,,348.05,,December 2022
KELLOGGS,TRADITIONAL,2023-06-01,,0.93,,,2094.96,,,339.54,,December 2022
KELLOGGS,TRADITIONAL,2023-07-01,,0.92,,,2118.31,,,347.26,,December 2022
KELLOGGS,TRADITIONAL,2023-08-01,,0.87,,,2059.22,,,342.06,,December 2022
